Semester,AcademicCareer,College,Department,CourseSubject,CourseCode,CourseID,ClassSection,CourseDescription,CourseLongDescription,ActualEnrolment,ActualWaiting,EnrolmentCapacity,FacultyName,FacilityID,FromTime,ToTime,DurationInMinutes,Sunday,Monday,Tuesday,Wednesday,Thursday,Friday,Saturday
2501,UGRD,FPU,Math Foundation Unit,MATH,095,MATH095,90,Beginning Algebra,"This course is a review of basic mathematical concepts and applications through the use of a variety of problem-solving techniques which includes fundamentals of addition, subtraction, multiplication, and division in problems involving whole numbers, integers, fractions, decimals, ratios and proportions, percentages, geometric measurements and formulas, related algebraic equations and expressions. Emphasis is placed on analysis and solution of application problems. Non-matriculating; the credits do not count towards graduation.",0,0,20,Hossein Daryoush Mostafavi Assl,N6-303,16:00:00,16:50:00,50,Y,Y,Y,Y,N,N,N
2501,UGRD,FPU,Math Foundation Unit,MATH,096,MATH096,81,Intermediate Algebra,"This course is a review of algebraic concepts and applications through use of a variety of factoring techniques, graphing linear equations and inequalities, systems of equations, and an introduction of the main concepts of polynomial, rational and radical functions. Emphasis is placed on algebraic techniques in order to successfully complete MATH 111 College Algebra. Non-matriculating; the credits do not count towards graduation.",2,0,20,Waila S AlEissawi,W4-001A,15:00:00,15:50:00,50,Y,Y,Y,Y,N,N,N
2501,UGRD,FPU,Math Foundation Unit,MATH,096,MATH096,82,Intermediate Algebra,"This course is a review of algebraic concepts and applications through use of a variety of factoring techniques, graphing linear equations and inequalities, systems of equations, and an introduction of the main concepts of polynomial, rational and radical functions. Emphasis is placed on algebraic techniques in order to successfully complete MATH 111 College Algebra. Non-matriculating; the credits do not count towards graduation.",1,0,20,Waila S AlEissawi,N6-201,09:00:00,09:50:00,50,Y,Y,Y,Y,N,N,N
2501,UGRD,FPU,Math Foundation Unit,MATH,096,MATH096,85,Intermediate Algebra,"This course is a review of algebraic concepts and applications through use of a variety of factoring techniques, graphing linear equations and inequalities, systems of equations, and an introduction of the main concepts of polynomial, rational and radical functions. Emphasis is placed on algebraic techniques in order to successfully complete MATH 111 College Algebra. Non-matriculating; the credits do not count towards graduation.",2,0,20,Ghenwa Nabil Dimachki,N6-304,10:00:00,10:50:00,50,Y,Y,Y,Y,N,N,N
2501,UGRD,FPU,Math Foundation Unit,MATH,096,MATH096,89,Intermediate Algebra,"This course is a review of algebraic concepts and applications through use of a variety of factoring techniques, graphing linear equations and inequalities, systems of equations, and an introduction of the main concepts of polynomial, rational and radical functions. Emphasis is placed on algebraic techniques in order to successfully complete MATH 111 College Algebra. Non-matriculating; the credits do not count towards graduation.",3,0,20,Sadjia   Droueche,N6-303,13:00:00,13:50:00,50,Y,Y,Y,Y,N,N,N
2501,UGRD,CAS,Dept of Math & Natural Science,MATH,111,MATH111,89,College Algebra,"Course topics will include linear and quadratic equation and inequalities, radical equations, graphs of equations in two variables, functions and their graphs – linear, quadratic, polynomial, rational, exponential and logarithmic functions, exponential and logarithmic equations, systems of linear equations, arithmetic and geometric sequences.",0,0,20,Ihssan Sabri Masad,N5-205,14:00:00,15:20:00,80,N,Y,N,Y,N,N,N
2501,UGRD,CAS,Dept of Math & Natural Science,MATH,111,MATH111,90,College Algebra,"Course topics will include linear and quadratic equation and inequalities, radical equations, graphs of equations in two variables, functions and their graphs – linear, quadratic, polynomial, rational, exponential and logarithmic functions, exponential and logarithmic equations, systems of linear equations, arithmetic and geometric sequences.",7,0,20,Babul Salam Ibrahim,N5-204,13:00:00,13:50:00,50,Y,N,Y,N,Y,N,N
2501,UGRD,CAS,Dept of English,ENGL,313,ENGL313,81,Syntax,"Provides an overview of modern English grammar from the perspectives of traditional, structural, and transformational grammar.",15,0,20,Victor Manuel Parra Guinaldo,N5-101,15:00:00,15:50:00,50,Y,N,Y,N,Y,N,N
2501,UGRD,CAS,Dept of English,ENGL,360,ENGL360,81,"Practical Criticism, Writing",Introduces students to the techniques and terminology of literary criticism and trains them in the rudiments of writing about literature and its genres. The emphasis is on reading and writing about literature.,14,0,20,Tareq Ahmed AlRabei,W5-102,12:00:00,12:50:00,50,Y,N,Y,N,Y,N,N
2501,UGRD,CAS,Dept of English,ENGL,410,ENGL410,81,Meaning in Translation,"Provides students with an introductory theoretical background of the study of meaning reinforced by practical exercises in a way that helps the students to grasp the idea of meaning, acquire some critical and analytical thinking toward meanings in the language, and develop an understanding of how meaning is constructed and conveyed across languages.",13,0,20,Soonhyuck   Park,N4-202,14:00:00,14:50:00,50,Y,N,Y,N,Y,N,N
2501,UGRD,CAS,Dept of English,ENGL,411,ENGL411,81,Pragmatics,"Introduces students to the process of making meaning and the possibility of communication in the English language. Topics include Speech act theory, politeness theory, and relevance theory.",12,0,20,Marina   Jovic,N5-204,15:30:00,16:50:00,80,N,Y,N,Y,N,N,N
2501,UGRD,CAS,Dept of English,ENGL,412,ENGL412,81,Applied Linguistics,Focuses on the application of the outcomes of linguistic theory upon the many social practices involving language understanding.,20,0,20,Marta Maria Tryzna,N5-004,16:00:00,16:50:00,50,Y,N,Y,N,Y,N,N
2501,UGRD,CAS,Dept of English,ENGL,414,ENGL414,81,Translation Project,"Helps students to work closely with his/her instructor on the production of an extended translation related topic of the student's own choice. Assists students to improve their expertise in examining texts and analyzing the academic, theoretical, linguistic, and socio-cultural issues underlying communication across cultures. Enhances student's ability to conduct professional translation both in English and Arabic texts. Helps students conduct an advanced project in translating texts from English into Arabic and vice versa.",23,0,25,Asma S AlDuhaim,N6-201,14:00:00,15:20:00,80,N,Y,N,Y,N,N,N
2501,UGRD,CAS,Dept of English,ENGL,433,ENGL433,81,Shakespeare: Trag & Romances,Examines the development of Shakespeare’s concept of tragedy and tragicomedy from Titus Andronicus to The Tempest. The plays will be related to the social and literary milieu of the period.,10,0,20,Ben   Haworth,N5-203,09:30:00,10:50:00,80,N,Y,N,Y,N,N,N
2501,UGRD,FPU,English Foundation Unit,ENGL,098,ENGL098,200,English as Second Language -L2,"This course is for students with high intermediate English language proficiency and focuses on developing and refining the receptive and productive language skills necessary for success in the academic environment. Utilizing the lecture method, group workshop activities, and individual student-instructor interaction, the student will analyze and evaluate academically-oriented texts to enhance reading, listening, writing, note-taking and speaking skills and to produce formal essays and presentations that demonstrate readiness for university credit courses. In both in and out-of-class activities, the student will practice appropriately summarizing, paraphrasing and synthesizing information and ideas from college-level materials while at the same extending vocabulary, sentence, and communication skills, Exit exam required. Credit earned cannot be used for graduation.",0,0,20,Maha Essam Mahmoud,N6-203,16:00:00,18:50:00,170,Y,Y,Y,Y,Y,N,N
2501,UGRD,CAS,Dept of English,ENGL,477,ENGL477,81,Special Topics in Literature 2,Focuses on topics in literature that are not covered in other 400-level English courses.,11,0,20,Shahd   AlShammari,N5-003,14:00:00,15:20:00,80,N,Y,N,Y,N,N,N
2501,UGRD,CBA,Dept of Economic & Finance,FIN,359,FIN359,81,Portfolio Management,"The objective of the course is to introduce the students to the theory and practice of portfolio management. Topics included are formulation of appropriate portfolio objectives, alternative asset-allocation techniques, portfolio revision, criteria for evaluating investment portfolios, and the analysis of various investment constraints. The course will employ different equity and bond portfolio management techniques in addition to covering the essentials to professional asset management.",13,0,20,Wajih   Abbassi,N3-101A,14:00:00,14:50:00,50,Y,N,Y,N,Y,N,N
2501,UGRD,CBA,Dept of Economic & Finance,FIN,380,FIN380,81,International Financial Mgmt,"This course focuses on international financial management and international foreign exchange markets. The course undertakes an in-depth overview of the multinational corporation business, risks of international operations, the international flow of funds among countries, the international financial markets, and the foreign exchange determinates. A significant part of this course introduces how governments can affect exchange rates changes and how such changes can affect the economy. Furthermore, this course explores the relationship between inflation, interest rates and currency values.",17,0,20,Wajih   Abbassi,W5-201,13:00:00,13:50:00,50,Y,N,Y,N,Y,N,N
2501,UGRD,CBA,Dept of Economic & Finance,FIN,498,FIN498,81,Capstone in Finance,"This capstone course offers the students the opportunity to apply their academic experience to conduct an experiential learning project in a designated field in a practical manner. Students will work in teams where they will read a case to analyze an existing business or engage in a business simulation. This experience will allow the students to gain a better understanding of everything they have learned through hands-on experience so that they can be better prepared for the workforce. This course will improve the investment literacy of the students by applying the theory with equity analysis and investment discussions. The course aims to give the students the credibility and knowledge they need to compete for the positions in the investment profession. Students will be able to perform equity research to a publicly listed company from Boursa Kuwait. This research will expose the students to the full cycle of the analysis including and not limited to financial analysis, industry and competitors' analysis, assumptions and projections basis, financial modeling, and valuation methods. The students will learn how to reach to an investment decision based on their professional and solid analysis. The course is applied, industry- and skill-oriented, and applicable to many career paths in finance and is a fantastic opportunity to enhance students' resume and overall marketability.",0,0,20,Abdulrahman A AlQuraishi,N6-001,16:00:00,16:50:00,50,Y,N,Y,N,Y,N,N
2501,GRAD,CBA,Dept of Economic & Finance,FIN,501,FIN501,81,Financial Management,"The course demonstrates on corporate decision processes and its structure. As such, the course applies the valuation techniques and estimate the parameters necessary towards formulating capital decisions. Also, the course describes the capital markets efficiency and its behavioral changes, in conjunction with the ability to develop an efficient set of securities. Theories of risk and return, namely the capital assets pricing model as well as the arbitrage pricing theory.\n\nThis course is primarily quantitative in nature. For many students, this course may be the first quantitative course in which they will need to apply the knowledge and skills developed in prerequisite math and accounting classes. In addition, while this is an analytical course, your success, as a student, will primarily depend on your ability to relate a few problem-solving procedures to new problems. This ability is developed through many sessions of individual practice. You are expected to be able to integrate individual concepts into practice and study.",0,0,20,Wajih   Abbassi,W4-101,17:00:00,19:50:00,170,N,Y,N,N,N,N,N
2501,GRAD,CBA,Dept of Economic & Finance,FIN,501,FIN501,82,Financial Management,"The course demonstrates on corporate decision processes and its structure. As such, the course applies the valuation techniques and estimate the parameters necessary towards formulating capital decisions. Also, the course describes the capital markets efficiency and its behavioral changes, in conjunction with the ability to develop an efficient set of securities. Theories of risk and return, namely the capital assets pricing model as well as the arbitrage pricing theory.\n\nThis course is primarily quantitative in nature. For many students, this course may be the first quantitative course in which they will need to apply the knowledge and skills developed in prerequisite math and accounting classes. In addition, while this is an analytical course, your success, as a student, will primarily depend on your ability to relate a few problem-solving procedures to new problems. This ability is developed through many sessions of individual practice. You are expected to be able to integrate individual concepts into practice and study.",13,0,20,Abdullah A AlFalah,W4-101,17:00:00,19:50:00,170,Y,N,N,N,N,N,N
2501,GRAD,CBA,Dept of Economic & Finance,FIN,591,FIN591,81,Applications of Fin Tech I,This course is designed for students to analyze the promises and challenges of crowdfunding and look closely at impact investing. The course examines peer-to-peer lending and its effect on the consumer credit landscape and marketplace lending. The course helps the students to develop analytical skills to exploit opportunities to use financial technologies to improve financial health. The course demonstrates peer-to-peer lending platforms as an alternative method to finance debt to better analyze the methodology behind fintech companies that refinance loans for consumers.,13,0,26,Mohammad Salem AlOmari,W4-101,17:00:00,19:50:00,170,N,N,N,Y,N,N,N
2501,UGRD,CAS,Dept of Humanities & Soc Sci,FREN,101,FREN101,81,French I,"Aims to acquaint students with basic principles of the French language appropriate to level A1.1+ such as day to day vocabulary, introducing themselves and their families, discussing their hobbies, shopping, navigating in an urban environment, discussing the weather using simple sentences and questions. The course focuses on applying oral and writing skills, basic grammar, and cultural notions. This course is an introductory course that assumes no previous knowledge of the language.  The course will familiarize students with the nature of the DELF exam.",22,0,20,Manal Gamal Eldin Hosny ElKady,N4-103,15:30:00,16:50:00,80,N,Y,N,Y,N,N,N
2501,UGRD,CAS,Dept of Humanities & Soc Sci,FREN,122,FREN122,81,French and Francophone Culture,"Focuses on French and Francophone culture. Students will be exposed to French history, geography, politics, literature, art, architect, music and economics. They will also understand the emergence of the Francophone community. The course will acquaint students with the different cultures of the French Speaking countries as well as the role of the French language in shaping this community in all its diversity. Conducted in English.",14,0,20,Manal Gamal Eldin Hosny ElKady,N4-103,14:00:00,15:20:00,80,N,Y,N,Y,N,N,N
2501,UGRD,CAS,Dept of Math & Natural Science,MATH,232,MATH232,81,Introduction to Differential,"Topics will be chosen from: linear differential equations, equations with constant coefficients, Laplace transforms, power series solutions, and systems of ordinary differential equations.",0,0,20,Naveed   Ahmed,N6-002,09:30:00,10:50:00,80,N,Y,N,Y,N,N,N
2501,UGRD,CAS,Dept of Math & Natural Science,MATH,232,MATH232,82,Introduction to Differential,"Topics will be chosen from: linear differential equations, equations with constant coefficients, Laplace transforms, power series solutions, and systems of ordinary differential equations.",21,0,20,Naveed   Ahmed,N6-204,11:00:00,12:20:00,80,N,Y,N,Y,N,N,N
2501,UGRD,CAS,Dept of Mass Comm & Multimedia,MCM,107,MCM107,82,Introduction to Cinema,This course presents students to the process of creating films and people involved in the process and the description of their tasks. Students are also introduced to the different types and genres of films.,9,0,20,Marwa Abdul Hadi Marafie,W6-107,11:00:00,13:40:00,160,N,Y,N,N,N,N,N
2501,UGRD,CAS,Dept of Mass Comm & Multimedia,MCM,141,MCM141,81,Intro.to Public Relation/Adver,"This course introduces publicity methods and public relations representation of profit and nonprofit institutions to the public; use of communication research and media, as applied to the public relations profession. The course also covers the history, rhetoric, and aesthetics of advertising. A basic understanding of industry issues and key areas such as account management, research, strategy, creative, media, and production.",5,0,20,Ali A Dashti,N5-003,12:00:00,12:50:00,50,Y,N,Y,N,Y,N,N
2501,UGRD,CAS,Dept of Mass Comm & Multimedia,MCM,201,MCM201,81,Online PR/Advertising,"This course introduces students to the use of Internet by different organizations to achieve goals for advertising and public relations purposes. Students are presented to different concepts such as online advertising/PR strategies, online advertising/PR reach, the association between online research and online advertising/PR, online targeting audience for advertising/PR and online message design.",10,0,20,Rana Ahmed AlOmari,W5-204,13:00:00,13:50:00,50,Y,N,Y,N,Y,N,N
2501,UGRD,CAS,Dept of Mass Comm & Multimedia,MCM,206,MCM206,81,Intro. to writing for MassMedi,"Elementary principles and practice of writing for mass media in varied program formats, with emphasis on preparation of written materials for news, public relations, and public affairs.",11,0,20,Ahmad Khaled AlShallal,N6-004,10:00:00,10:50:00,50,Y,N,Y,N,Y,N,N
2501,UGRD,CAS,Dept of Mass Comm & Multimedia,MCM,209,MCM209,81,Fundamentals of Advertising,"Introduces the students to advertising. It covers the diverse range of advertising theories and practices and surveys the different advertising objectives including information and persuasion. Areas of focus include advertising basics, appeals, advertising history, advertising and society, advertising agencies, media planning, creativity, and advertising layout and design.",5,0,20,Rana Ahmed AlOmari,N4-004,15:00:00,15:50:00,50,Y,N,Y,N,Y,N,N
2501,UGRD,CAS,Dept of Mass Comm & Multimedia,MCM,301,MCM301,81,Mass media management,"Includes the theories of mass media management, with application to media operations. Investigates economic, legal and ethical problems and issues concerning media management.",1,0,20,Bahtiyar   Kurambayev,N5-104,09:00:00,09:50:00,50,Y,N,Y,N,Y,N,N
2501,UGRD,CBA,Dept of Business Admin.,MGMT,481,MGMT481,85,Strategic Management,"Strategic Management is a capstone course where students integrate and apply concepts from accounting, economics, finance, management, marketing, and production/operations to actual or simulated business situations. This course focuses on operating a company as an integrated enterprise with an emphasis on making decisions consistent with the overall strategy of the enterprise as coordinated across business functions. Strategic decisions at multiple levels set the direction of the organization as a whole and enable the realization of organizational objectives. Topics encompass the role of top management, globalization of business, and ethical perspectives. Case studies and research reports may be used extensively.",25,0,25,Mohammed Laid   Ouakouak,W5-103,09:30:00,10:50:00,80,N,Y,N,Y,N,N,N
2501,UGRD,CAS,Dept of Mass Comm & Multimedia,MCM,305,MCM305,81,Communication campaigns,"Students are introduced to the principals of public relations, political, and advertising campaigns. Concepts include research, planning, message design, targeting audience and evaluation.",3,0,20,Rana Ahmed AlOmari,N6-001,11:00:00,12:20:00,80,N,Y,N,Y,N,N,N
2501,UGRD,CAS,Dept of Math & Natural Science,MATH,231,MATH231,101,Analytic Geomtry & Calculu III,"Topics include vectors, cylindrical and spherical coordinates, vector-valued functions, arc length and curvature, functions of several variables, partial and directional derivatives, gradients, extrema, Lagrange multipliers, multiple integrals, change of variables, surface area, vector fields, Stokes’ Theorem.",14,0,20,Ahmad M Alameldin,W1-010,21:30:00,22:50:00,80,N,Y,N,N,N,N,N
2501,UGRD,CAS,Dept of Math & Natural Science,MATH,231,MATH231,102,Analytic Geomtry & Calculu III,"Topics include vectors, cylindrical and spherical coordinates, vector-valued functions, arc length and curvature, functions of several variables, partial and directional derivatives, gradients, extrema, Lagrange multipliers, multiple integrals, change of variables, surface area, vector fields, Stokes’ Theorem.",0,0,20,Ahmad M Alameldin,W1-010,21:30:00,22:50:00,80,N,N,N,Y,N,N,N
2501,UGRD,CAS,Dept of Humanities & Soc Sci,FREN,101,FREN101,82,French I,"Aims to acquaint students with basic principles of the French language appropriate to level A1.1+ such as day to day vocabulary, introducing themselves and their families, discussing their hobbies, shopping, navigating in an urban environment, discussing the weather using simple sentences and questions. The course focuses on applying oral and writing skills, basic grammar, and cultural notions. This course is an introductory course that assumes no previous knowledge of the language.  The course will familiarize students with the nature of the DELF exam.",14,0,20,Carine Genevieve Zanchi,N4-102,13:00:00,13:50:00,50,Y,N,Y,N,Y,N,N
2501,UGRD,CAS,Dept of Humanities & Soc Sci,FREN,101,FREN101,83,French I,"Aims to acquaint students with basic principles of the French language appropriate to level A1.1+ such as day to day vocabulary, introducing themselves and their families, discussing their hobbies, shopping, navigating in an urban environment, discussing the weather using simple sentences and questions. The course focuses on applying oral and writing skills, basic grammar, and cultural notions. This course is an introductory course that assumes no previous knowledge of the language.  The course will familiarize students with the nature of the DELF exam.",5,0,20,Carine Genevieve Zanchi,N6-302,14:00:00,14:50:00,50,Y,N,Y,N,Y,N,N
2501,UGRD,CAS,Dept of Humanities & Soc Sci,FREN,101,FREN101,84,French I,"Aims to acquaint students with basic principles of the French language appropriate to level A1.1+ such as day to day vocabulary, introducing themselves and their families, discussing their hobbies, shopping, navigating in an urban environment, discussing the weather using simple sentences and questions. The course focuses on applying oral and writing skills, basic grammar, and cultural notions. This course is an introductory course that assumes no previous knowledge of the language.  The course will familiarize students with the nature of the DELF exam.",11,0,20,Carine Genevieve Zanchi,N5-203,11:00:00,11:50:00,50,Y,N,Y,N,Y,N,N
2501,UGRD,CAS,Dept of Humanities & Soc Sci,FREN,101,FREN101,85,French I,"Aims to acquaint students with basic principles of the French language appropriate to level A1.1+ such as day to day vocabulary, introducing themselves and their families, discussing their hobbies, shopping, navigating in an urban environment, discussing the weather using simple sentences and questions. The course focuses on applying oral and writing skills, basic grammar, and cultural notions. This course is an introductory course that assumes no previous knowledge of the language.  The course will familiarize students with the nature of the DELF exam.",0,0,20,Carine Genevieve Zanchi,N4-102,09:30:00,10:50:00,80,N,Y,N,Y,N,N,N
2501,UGRD,CAS,Dept of Humanities & Soc Sci,ISTD,141,ISTD141,81,Intro to Islamic Studies,"Introduces students to the fundamental of Islamic studies with a focus on Islamic texts. The course looks at Islamic texts throughout history in both major Muslim and Western traditions. Narrative analysis of the stories mentioned in the Qur'an will be carried out. The modern commentary analysis will focus on the Qur'an as a literary text, and especially on the Qur'an and mental health challenges in the today's world.",20,0,20,Ismail   Lala,N4-004,16:00:00,16:50:00,50,Y,N,Y,N,Y,N,N
2501,UGRD,CAS,Dept of Mass Comm & Multimedia,MCM,107,MCM107,81,Introduction to Cinema,This course presents students to the process of creating films and people involved in the process and the description of their tasks. Students are also introduced to the different types and genres of films.,7,0,20,Marwa Abdul Hadi Marafie,W6-107,11:00:00,13:40:00,160,N,N,N,Y,N,N,N
2501,UGRD,CAS,Dept of Mass Comm & Multimedia,MCM,212,MCM212,81,Social Media Principles & Prac,"Prepares students to critically explore, define, and use social media in personal and professional contexts by examining their contemporary trends and tools. A hands-on-approach in lesson delivery equips students with a practical appreciation of how important forms of emerging media work.",9,0,20,Nermeen Sayed Hanafy Kassem,W3-202,11:00:00,11:50:00,50,Y,N,Y,N,Y,N,N
2501,UGRD,CAS,Dept of Mass Comm & Multimedia,MCM,251,MCM251,81,Introduction to Visual Comm,"Helps students to understand the theories of visual communications including human perception, psychology of color, and principles of design. Students learn the vocabulary of a visual language. Building upon the vocabulary, they learn how visual elements can be persuasive within a professional communication context. Covers the application of theories to graphic, design, animation, video, audio editing and web design. This course is offered every semester.",7,0,20,Marwa Abdul Hadi Marafie,W6-107,15:30:00,16:50:00,80,N,Y,N,Y,N,N,N
2501,UGRD,CAS,Dept of Mass Comm & Multimedia,MCM,253,MCM253,81,Visual Culture,"Introduces the social and historical backgrounds that inform the ever-increasing visual culture we live in. Explores the roles and influences visual representations and visual productions have on cultural experience and historical events. It draws on theories, as well as numerous historical and contemporary examples from art, design, film, video, advertising, television, new media and other forms of visual communication.",8,0,20,Marwa Abdul Hadi Marafie,W6-104,15:00:00,15:50:00,50,Y,N,Y,N,Y,N,N
2501,UGRD,CAS,Dept of Mass Comm & Multimedia,MCM,254,MCM254,81,Visual Storytelling,"This course provides the basic building blocks of various visual narrative techniques. The course covers photography, illustration, stroyboarding, advertising, film, comics, cartoons, audio, and documentaries. Students will learn how to evolve a simple idea into a structured story through both dynamic (moving images) and static mediums (still images).",11,0,20,Marwa Abdul Hadi Marafie,W6-104,11:00:00,11:50:00,50,Y,N,Y,N,Y,N,N
2501,UGRD,CAS,Dept of Mass Comm & Multimedia,MCM,303,MCM303,81,Theory and Practice of Intervi,The application of modern communication theory to interview situations. This theory and practicum course is designed to aid the student in mastering specific skills appropriate to specialized settings.,12,0,20,Nermeen Sayed Hanafy Kassem,N4-102,16:00:00,16:50:00,50,Y,N,Y,N,Y,N,N
2501,UGRD,CBA,Dept of Business Admin.,MGMT,481,MGMT481,81,Strategic Management,"Strategic Management is a capstone course where students integrate and apply concepts from accounting, economics, finance, management, marketing, and production/operations to actual or simulated business situations. This course focuses on operating a company as an integrated enterprise with an emphasis on making decisions consistent with the overall strategy of the enterprise as coordinated across business functions. Strategic decisions at multiple levels set the direction of the organization as a whole and enable the realization of organizational objectives. Topics encompass the role of top management, globalization of business, and ethical perspectives. Case studies and research reports may be used extensively.",25,0,25,Ekrem   Tatoglu,N3-102,15:00:00,15:50:00,50,Y,N,Y,N,Y,N,N
2501,UGRD,CBA,Dept of Business Admin.,MGMT,481,MGMT481,82,Strategic Management,"Strategic Management is a capstone course where students integrate and apply concepts from accounting, economics, finance, management, marketing, and production/operations to actual or simulated business situations. This course focuses on operating a company as an integrated enterprise with an emphasis on making decisions consistent with the overall strategy of the enterprise as coordinated across business functions. Strategic decisions at multiple levels set the direction of the organization as a whole and enable the realization of organizational objectives. Topics encompass the role of top management, globalization of business, and ethical perspectives. Case studies and research reports may be used extensively.",0,0,20,Mohammed Laid   Ouakouak,N4-202,15:30:00,16:50:00,80,N,Y,N,Y,N,N,N
2501,UGRD,CBA,Dept of Business Admin.,MGMT,481,MGMT481,83,Strategic Management,"Strategic Management is a capstone course where students integrate and apply concepts from accounting, economics, finance, management, marketing, and production/operations to actual or simulated business situations. This course focuses on operating a company as an integrated enterprise with an emphasis on making decisions consistent with the overall strategy of the enterprise as coordinated across business functions. Strategic decisions at multiple levels set the direction of the organization as a whole and enable the realization of organizational objectives. Topics encompass the role of top management, globalization of business, and ethical perspectives. Case studies and research reports may be used extensively.",25,0,25,Mohammed Laid   Ouakouak,N3-102,14:00:00,14:50:00,50,Y,N,Y,N,Y,N,N
2501,UGRD,CAS,Dept of Mass Comm & Multimedia,MCM,412,MCM412,81,Communication Theory,Survey of elements and processes critical to human communication behavior. Comparison of influential communication theories.,6,0,20,Ali Abbas Ali ALKandari,N6-001,15:00:00,15:50:00,50,Y,N,Y,N,Y,N,N
2501,GRAD,CBA,Dept of Business Admin.,MGMT,511,MGMT511,81,Quantitative Methods in Busine,"This course is designed to provide students with management science tools and techniques used for effective decision making. It emphasizes model building, scenario analysis and solution interpretation via mathematical programming, queuing and network theory models and computer based simulations. Computer software, especially spreadsheets is used extensively as the primary solution mechanism. Topics covered also include time series analysis and forecasting techniques.",5,0,20,Ahmed Rashad ElMelegy,W3-201,17:00:00,19:50:00,170,Y,N,N,N,N,N,N
2501,UGRD,CAS,Dept of English,ENGL,481,ENGL481,81,Literature in Translation,"Examines translated works from various regions worldwide, emphasizing the critical analysis of cultural nuances and linguistic intricacies. Students explore how translation influences narratives, characters, and thematic elements, fostering a nuanced understanding of global literature.",19,0,20,Tareq Ahmed AlRabei,N4-202,11:00:00,12:20:00,80,N,Y,N,Y,N,N,N
2501,UGRD,CAS,Dept of Math & Natural Science,MATH,121,MATH121,82,Basic Probability & Statistics,"This course is an introduction to probability and statistics. Topics include the concept of probability and its properties, descriptive statistics, discrete and continuous random variables, expected value, distribution functions, the central limit theorem, random sampling and sampling distributions.",20,0,20,Harun   Kurkcu,N5-205,11:00:00,11:50:00,50,Y,N,Y,N,Y,N,N
2501,UGRD,CAS,Dept of Math & Natural Science,MATH,121,MATH121,83,Basic Probability & Statistics,"This course is an introduction to probability and statistics. Topics include the concept of probability and its properties, descriptive statistics, discrete and continuous random variables, expected value, distribution functions, the central limit theorem, random sampling and sampling distributions.",5,0,20,Sultan   Shoaib,W5-203,15:30:00,16:50:00,80,N,Y,N,Y,N,N,N
2501,UGRD,CAS,Dept of Math & Natural Science,MATH,121,MATH121,84,Basic Probability & Statistics,"This course is an introduction to probability and statistics. Topics include the concept of probability and its properties, descriptive statistics, discrete and continuous random variables, expected value, distribution functions, the central limit theorem, random sampling and sampling distributions.",2,0,20,Sultan   Shoaib,N6-201,15:00:00,15:50:00,50,Y,N,Y,N,Y,N,N
2501,UGRD,CAS,Dept of Math & Natural Science,MATH,121,MATH121,85,Basic Probability & Statistics,"This course is an introduction to probability and statistics. Topics include the concept of probability and its properties, descriptive statistics, discrete and continuous random variables, expected value, distribution functions, the central limit theorem, random sampling and sampling distributions.",2,0,20,Wassim Ilyas Daher,N6-204,09:00:00,09:50:00,50,Y,N,Y,N,Y,N,N
2501,UGRD,CAS,Dept of Math & Natural Science,MATH,121,MATH121,87,Basic Probability & Statistics,"This course is an introduction to probability and statistics. Topics include the concept of probability and its properties, descriptive statistics, discrete and continuous random variables, expected value, distribution functions, the central limit theorem, random sampling and sampling distributions.",0,0,20,Sultan   Shoaib,N4-103,17:00:00,18:20:00,80,N,Y,N,Y,N,N,N
2501,UGRD,CAS,Dept of Math & Natural Science,MATH,130,MATH130,81,Basic Calculus,"This is a course in the calculus of one variable intended for students who pursue a degree in business and economics, but not in computer science. It is open to others who are qualified and desire more mathematics course at the core level. Topics include a brief review of polynomials, rational, exponential, and logarithmic functions, followed by discussion of limits, derivatives, applications of differential calculus to real-world problem in business and economics. An introduction to integration concludes the course.",12,0,20,Harun   Kurkcu,N5-204,11:00:00,12:20:00,80,N,Y,N,Y,N,N,N
2501,UGRD,CAS,Dept of Math & Natural Science,MATH,130,MATH130,83,Basic Calculus,"This is a course in the calculus of one variable intended for students who pursue a degree in business and economics, but not in computer science. It is open to others who are qualified and desire more mathematics course at the core level. Topics include a brief review of polynomials, rational, exponential, and logarithmic functions, followed by discussion of limits, derivatives, applications of differential calculus to real-world problem in business and economics. An introduction to integration concludes the course.",3,0,20,David Maher Kachour,W5-203,10:00:00,10:50:00,50,Y,N,Y,N,Y,N,N
2501,UGRD,CAS,Dept of Math & Natural Science,MATH,130,MATH130,85,Basic Calculus,"This is a course in the calculus of one variable intended for students who pursue a degree in business and economics, but not in computer science. It is open to others who are qualified and desire more mathematics course at the core level. Topics include a brief review of polynomials, rational, exponential, and logarithmic functions, followed by discussion of limits, derivatives, applications of differential calculus to real-world problem in business and economics. An introduction to integration concludes the course.",2,0,20,Mansur   Saburov,N5-103,09:00:00,09:50:00,50,Y,N,Y,N,Y,N,N
2501,UGRD,CAS,Dept of Math & Natural Science,MATH,131,MATH131,105,Analytic Geometry & Calculus I,"Provides an introduction to differential and integral calculus. Includes limits, derivatives and applications of derivatives such as related rates, Newton's method, the Mean-value Theorem, Max-Min problems, and curve sketching. Covers integrals, the Fundamental Theorem of Integral Calculus, and applications of integrals, volumes, and average values.",0,0,20,Dimah Hisham Bakraki,N1-012,20:00:00,20:50:00,50,N,N,N,N,Y,N,N
